,usdthb,ukpthb,jpythb,eurthb
12/11/2010,29.82,48.01,36.23,40.65
15/11/2010,29.96,48.34,36.27,41.08
16/11/2010,29.86,47.95,35.96,40.63
17/11/2010,29.98,47.60,35.97,40.45
18/11/2010,29.99,47.71,36.02,40.68
19/11/2010,29.91,47.96,35.83,40.79
22/11/2010,29.93,47.92,35.88,41.16
23/11/2010,30.05,47.88,36.02,40.78
24/11/2010,30.07,47.55,36.12,40.29
25/11/2010,30.05,47.37,36.02,40.05
26/11/2010,30.11,47.42,35.95,40.13
29/11/2010,30.28,47.23,36.02,40.06
30/11/2010,30.22,47.02,35.92,39.67
01/12/2010,30.14,46.96,36.07,39.19
02/12/2010,30.01,46.87,35.69,39.40
03/12/2010,30.04,46.84,35.88,39.69
07/12/2010,30.01,47.20,36.38,39.94
08/12/2010,30.10,47.39,35.97,39.88
09/12/2010,30.09,47.61,35.90,40.01
13/12/2010,30.07,47.50,35.82,39.68
14/12/2010,30.04,47.67,36.00,40.23
15/12/2010,30.05,47.33,35.84,40.09
16/12/2010,30.13,46.88,35.78,39.85
17/12/2010,30.13,47.11,35.90,39.99
20/12/2010,30.19,46.83,35.97,39.70
21/12/2010,30.18,46.90,36.08,39.74
22/12/2010,30.16,46.69,36.01,39.60
23/12/2010,30.16,46.48,36.18,39.56
24/12/2010,30.17,46.59,36.34,39.60
27/12/2010,30.19,46.53,36.42,39.58
28/12/2010,30.18,46.71,36.52,39.94
29/12/2010,30.18,46.45,36.68,39.59
30/12/2010,30.15,46.80,37.05,39.94
04/01/2011,30.05,46.54,36.67,40.09
05/01/2011,30.11,46.88,36.68,39.98
06/01/2011,30.23,46.88,36.31,39.74
07/01/2011,30.28,46.79,36.33,39.37
10/01/2011,30.51,47.42,36.72,39.36
11/01/2011,30.69,47.76,36.98,39.72
12/01/2011,30.41,47.54,36.55,39.53
13/01/2011,30.37,47.84,36.57,39.83
14/01/2011,30.50,48.30,36.89,40.69
17/01/2011,30.57,48.47,36.87,40.80
18/01/2011,30.59,48.70,37.04,40.65
19/01/2011,30.48,48.77,37.01,40.93
20/01/2011,30.55,48.72,37.18,41.07
21/01/2011,30.64,48.74,36.94,41.31
24/01/2011,30.77,49.15,37.21,41.84
25/01/2011,30.99,49.56,37.58,42.32
26/01/2011,30.90,48.85,37.65,42.28
27/01/2011,30.81,49.02,37.47,42.20
28/01/2011,31.02,49.29,37.51,42.52
31/01/2011,31.14,49.39,37.95,42.36
01/02/2011,30.89,49.59,37.68,42.39
02/02/2011,30.82,49.74,37.83,42.64
03/02/2011,30.87,50.01,37.83,42.62
04/02/2011,30.85,49.79,37.83,42.05
07/02/2011,30.80,49.67,37.46,41.90
08/02/2011,30.69,49.49,37.30,41.72
09/02/2011,30.69,49.32,37.28,41.86
10/02/2011,30.75,49.49,37.26,42.16
11/02/2011,30.83,49.56,36.98,41.88
14/02/2011,30.77,49.36,36.97,41.62
15/02/2011,30.70,49.26,36.84,41.46
16/02/2011,30.69,49.56,36.65,41.50
17/02/2011,30.62,49.31,36.65,41.59
21/02/2011,30.55,49.62,36.76,41.81
22/02/2011,30.63,49.54,36.86,41.66
23/02/2011,30.61,49.53,36.99,41.93
24/02/2011,30.65,49.75,37.30,42.18
25/02/2011,30.61,49.40,37.36,42.32
28/02/2011,30.61,49.27,37.48,42.06
01/03/2011,30.58,49.78,37.32,42.24
02/03/2011,30.57,49.67,37.32,42.10
03/03/2011,30.51,49.79,37.29,42.28
04/03/2011,30.48,49.63,37.01,42.53
07/03/2011,30.46,49.51,37.01,42.57
08/03/2011,30.41,49.25,36.96,42.48
09/03/2011,30.34,49.03,36.64,42.14
10/03/2011,30.30,49.06,36.60,42.09
11/03/2011,30.41,48.84,36.68,42.01
14/03/2011,30.38,48.80,36.99,42.34
15/03/2011,30.39,49.06,37.21,42.40
16/03/2011,30.44,48.91,37.61,42.53
17/03/2011,30.34,48.57,38.24,42.22
18/03/2011,30.31,48.91,37.25,42.57
21/03/2011,30.28,49.11,37.42,42.92
22/03/2011,30.25,49.33,37.35,43.01
23/03/2011,30.25,49.48,37.39,42.85
24/03/2011,30.30,49.25,37.44,42.71
25/03/2011,30.24,48.75,37.35,42.87
28/03/2011,30.28,48.49,37.12,42.56
29/03/2011,30.32,48.51,37.14,42.71
30/03/2011,30.34,48.56,36.69,42.76
31/03/2011,30.30,48.80,36.58,42.86
01/04/2011,30.28,48.55,36.24,42.88
04/04/2011,30.24,48.78,35.94,43.02
05/04/2011,30.21,48.72,35.84,42.91
07/04/2011,30.14,49.17,35.33,43.13
08/04/2011,30.06,49.14,35.29,43.14
11/04/2011,30.04,49.16,35.44,43.42
12/04/2011,30.17,49.20,35.90,43.47
18/04/2011,30.13,49.07,36.33,43.28
19/04/2011,30.12,48.97,36.50,42.89
20/04/2011,30.02,49.07,36.25,43.22
21/04/2011,29.91,49.18,36.38,43.60
22/04/2011,29.93,49.41,36.60,43.56
25/04/2011,29.93,49.40,36.39,43.59
26/04/2011,29.99,49.40,36.67,43.59
27/04/2011,29.93,49.36,36.68,43.93
28/04/2011,29.89,49.90,36.50,44.35
29/04/2011,29.94,49.82,36.73,44.39
03/05/2011,29.91,49.69,36.91,44.26
04/05/2011,30.05,49.50,37.13,44.48
06/05/2011,30.19,49.56,37.54,43.98
09/05/2011,30.20,49.45,37.48,43.45
10/05/2011,30.19,49.49,37.57,43.26
11/05/2011,30.07,49.22,37.17,43.30
12/05/2011,30.20,49.43,37.22,42.94
13/05/2011,30.25,49.18,37.41,43.00
18/05/2011,30.26,49.17,37.21,43.13
19/05/2011,30.23,48.87,37.03,43.14
20/05/2011,30.27,49.11,37.08,43.31
23/05/2011,30.37,49.20,37.10,42.77
24/05/2011,30.39,48.95,37.14,42.70
25/05/2011,30.43,49.17,37.12,42.75
26/05/2011,30.40,49.59,37.11,43.01
27/05/2011,30.36,49.85,37.46,43.12
30/05/2011,30.31,49.98,37.52,43.31
31/05/2011,30.31,50.09,37.40,43.58
01/06/2011,30.29,49.87,37.23,43.66
02/06/2011,30.31,49.52,37.35,43.51
03/06/2011,30.31,49.56,37.54,43.91
06/06/2011,30.26,49.73,37.70,44.29
07/06/2011,30.31,49.55,37.78,44.23
08/06/2011,30.31,49.75,37.92,44.45
09/06/2011,30.42,49.93,38.00,44.48
10/06/2011,30.40,49.71,37.94,44.14
13/06/2011,30.45,49.44,37.82,43.66
14/06/2011,30.47,49.93,37.98,43.89
15/06/2011,30.46,49.83,37.85,43.88
16/06/2011,30.60,49.55,37.82,43.34
17/06/2011,30.60,49.40,37.95,43.41
20/06/2011,30.57,49.36,38.14,43.58
21/06/2011,30.56,49.58,38.13,43.83
22/06/2011,30.48,49.42,37.99,43.80
23/06/2011,30.49,48.89,37.87,43.61
24/06/2011,30.63,49.03,38.06,43.63
27/06/2011,30.83,49.10,38.19,43.54
28/06/2011,30.94,49.42,38.31,44.22
29/06/2011,30.89,49.41,38.13,44.34
30/06/2011,30.75,49.46,38.19,44.52
04/07/2011,30.44,48.94,37.70,44.27
05/07/2011,30.48,48.94,37.65,44.19
06/07/2011,30.48,48.94,37.69,43.99
07/07/2011,30.35,48.57,37.52,43.48
08/07/2011,30.25,48.30,37.22,43.42
11/07/2011,30.29,48.50,37.53,43.01
12/07/2011,30.41,48.30,37.97,42.48
13/07/2011,30.27,48.26,38.12,42.39
14/07/2011,30.12,48.65,38.28,42.84
18/07/2011,30.11,48.48,38.12,42.35
19/07/2011,29.96,48.17,37.90,42.32
20/07/2011,29.89,48.17,37.75,42.33
21/07/2011,29.88,48.31,37.95,42.60
22/07/2011,29.84,48.68,37.97,42.96
25/07/2011,29.80,48.58,38.00,42.86
26/07/2011,29.72,48.48,38.05,42.87
27/07/2011,29.70,48.78,38.16,43.09
28/07/2011,29.74,48.57,38.18,42.71
29/07/2011,29.75,48.63,38.30,42.57
01/08/2011,29.73,48.93,38.26,42.78
02/08/2011,29.74,48.50,38.42,42.37
03/08/2011,29.81,48.50,38.60,42.30
04/08/2011,29.76,48.79,37.79,42.58
05/08/2011,29.94,48.68,38.03,42.23
08/08/2011,29.78,48.92,38.17,42.71
09/08/2011,29.97,48.87,38.77,42.57
10/08/2011,29.84,48.59,38.80,42.82
11/08/2011,29.91,48.34,38.99,42.49
15/08/2011,29.88,48.66,38.85,42.74
16/08/2011,29.84,48.80,38.83,43.02
17/08/2011,29.88,49.08,38.97,42.94
18/08/2011,29.89,49.37,39.01,43.04
19/08/2011,29.89,49.27,39.03,42.78
22/08/2011,29.83,49.19,38.89,42.88
23/08/2011,29.84,49.16,38.88,42.91
24/08/2011,29.89,49.28,38.95,43.07
25/08/2011,29.96,49.05,38.92,43.17
26/08/2011,29.99,48.89,38.81,43.22
29/08/2011,29.98,49.08,39.09,43.46
30/08/2011,30.00,49.20,39.05,43.52
31/08/2011,30.02,48.97,39.19,43.32
01/09/2011,29.95,48.63,38.91,43.00
02/09/2011,29.97,48.53,38.99,42.75
05/09/2011,29.94,48.42,38.99,42.38
06/09/2011,29.92,48.20,38.93,42.21
07/09/2011,29.95,47.85,38.73,42.05
08/09/2011,30.00,47.89,38.80,42.21
09/09/2011,30.04,48.02,38.78,41.81
12/09/2011,30.12,47.73,38.94,40.90
13/09/2011,30.17,47.79,39.15,41.16
14/09/2011,30.22,47.66,39.29,41.26
15/09/2011,30.27,47.69,39.46,41.54
16/09/2011,30.35,47.92,39.54,42.01
19/09/2011,30.44,47.82,39.59,41.60
20/09/2011,30.62,48.00,40.01,41.74
21/09/2011,30.42,47.83,39.86,41.68
22/09/2011,30.67,47.47,39.98,41.59
23/09/2011,30.81,47.47,40.40,41.66
26/09/2011,31.05,47.96,40.63,41.64
27/09/2011,30.99,48.25,40.61,41.92
28/09/2011,30.96,48.40,40.46,42.03
29/09/2011,31.18,48.65,40.76,42.33
30/09/2011,31.17,48.62,40.69,42.24
03/10/2011,31.28,48.67,40.62,41.75
04/10/2011,31.17,48.16,40.67,41.16
05/10/2011,31.15,48.07,40.64,41.39
06/10/2011,31.12,48.09,40.56,41.51
07/10/2011,30.95,47.84,40.38,41.55
10/10/2011,30.92,48.23,40.30,41.61
11/10/2011,30.88,48.29,40.28,42.11
12/10/2011,31.00,48.26,40.42,42.21
13/10/2011,30.82,48.52,39.99,42.48
14/10/2011,30.85,48.58,40.11,42.45
17/10/2011,30.70,48.52,39.75,42.53
18/10/2011,30.70,48.45,39.97,42.23
19/10/2011,30.65,48.23,39.98,42.24
20/10/2011,30.92,48.67,40.29,42.43
21/10/2011,31.05,49.08,40.47,42.79
25/10/2011,30.80,49.25,40.47,42.84
26/10/2011,30.82,49.38,40.55,42.90
27/10/2011,30.75,49.21,40.45,42.95
28/10/2011,30.51,49.08,40.22,43.25
31/10/2011,30.67,49.26,39.14,43.16
01/11/2011,30.81,49.50,39.39,42.59
02/11/2011,30.85,49.29,39.48,42.31
03/11/2011,30.86,49.05,39.54,42.23
04/11/2011,30.67,49.12,39.32,42.35
07/11/2011,30.67,49.14,39.26,42.22
08/11/2011,30.69,49.28,39.34,42.21
09/11/2011,30.66,49.37,39.50,42.42
10/11/2011,30.81,49.04,39.63,41.68
11/11/2011,30.83,49.09,39.76,41.93
14/11/2011,30.78,49.46,39.89,42.37
15/11/2011,30.79,48.95,39.96,41.94
16/11/2011,30.85,48.71,40.05,41.59
17/11/2011,30.86,48.51,40.07,41.53
18/11/2011,30.97,48.84,40.27,41.75
21/11/2011,31.04,48.87,40.40,41.93
22/11/2011,31.19,48.81,40.48,42.09
23/11/2011,31.24,48.81,40.59,42.12
24/11/2011,31.34,48.72,40.66,41.91
25/11/2011,31.24,48.32,40.38,41.60
28/11/2011,31.30,48.53,40.33,41.65
29/11/2011,31.32,48.56,40.09,41.74
30/11/2011,31.22,48.69,40.06,41.60
01/12/2011,30.93,48.54,39.85,41.58
02/12/2011,30.83,48.37,39.64,41.53
06/12/2011,30.87,48.25,39.72,41.29
07/12/2011,30.80,48.07,39.66,41.32
08/12/2011,30.77,48.33,39.64,41.25
09/12/2011,30.86,48.22,39.74,41.13
13/12/2011,31.19,48.64,40.04,41.11
14/12/2011,31.25,48.38,40.07,40.71
15/12/2011,31.35,48.49,40.18,40.72
16/12/2011,31.34,48.69,40.27,40.86
19/12/2011,31.28,48.48,40.16,40.72
20/12/2011,31.29,48.55,40.12,40.69
21/12/2011,31.23,48.95,40.13,40.96
22/12/2011,31.32,49.08,40.13,40.86
23/12/2011,31.26,49.03,40.02,40.84
26/12/2011,31.31,48.87,40.17,40.88
27/12/2011,31.40,49.06,40.29,41.02
28/12/2011,31.51,49.36,40.51,41.18
29/12/2011,31.69,48.96,40.74,40.95
30/12/2011,31.69,48.86,40.84,41.03
04/01/2012,31.45,49.19,41.04,41.01
05/01/2012,31.54,49.22,41.12,40.75
06/01/2012,31.62,49.01,40.98,40.44
09/01/2012,31.79,49.00,41.32,40.36
10/01/2012,31.71,49.05,41.28,40.51
11/01/2012,31.72,49.03,41.25,40.42
12/01/2012,31.83,48.76,41.39,40.46
13/01/2012,31.77,48.76,41.38,40.73
16/01/2012,31.91,48.83,41.53,40.34
17/01/2012,31.85,48.88,41.49,40.46
18/01/2012,31.79,48.77,41.44,40.56
19/01/2012,31.73,48.96,41.36,40.79
20/01/2012,31.54,48.84,40.90,40.87
23/01/2012,31.52,49.01,40.95,40.65
24/01/2012,31.43,48.90,40.83,40.89
25/01/2012,31.49,49.17,40.47,41.02
26/01/2012,31.37,49.12,40.37,41.11
27/01/2012,31.31,49.09,40.51,41.01
30/01/2012,31.10,48.87,40.55,40.99
31/01/2012,31.04,48.83,40.69,40.88
01/02/2012,31.03,48.88,40.73,40.53
02/02/2012,30.90,48.99,40.60,40.74
03/02/2012,30.94,48.90,40.63,40.62
06/02/2012,30.91,48.83,40.38,40.50
07/02/2012,30.94,48.95,40.39,40.60
08/02/2012,30.81,48.99,40.04,40.84
09/02/2012,30.75,48.63,39.87,40.76
10/02/2012,30.80,48.67,39.69,40.88
13/02/2012,30.85,48.68,39.73,40.82
14/02/2012,30.83,48.45,39.72,40.57
15/02/2012,30.87,48.46,39.32,40.55
16/02/2012,30.85,48.37,39.34,40.19
17/02/2012,30.82,48.73,39.00,40.47
20/02/2012,30.75,48.81,38.68,40.62
21/02/2012,30.75,48.71,38.58,40.71
22/02/2012,30.65,48.38,38.37,40.55
23/02/2012,30.49,47.78,38.03,40.40
24/02/2012,30.32,47.75,37.82,40.54
27/02/2012,30.41,48.27,37.48,40.91
28/02/2012,30.41,48.17,37.89,40.80
29/02/2012,30.25,48.17,37.55,40.75
01/03/2012,30.48,48.54,37.59,40.66
02/03/2012,30.48,48.62,37.50,40.58
05/03/2012,30.63,48.48,37.54,40.44
06/03/2012,30.67,48.66,37.68,40.52
08/03/2012,30.65,48.24,37.73,40.30
09/03/2012,30.53,48.28,37.40,40.46
12/03/2012,30.63,48.00,37.26,40.11
13/03/2012,30.60,47.88,37.18,40.28
14/03/2012,30.68,48.11,36.90,40.06
15/03/2012,30.82,48.24,36.71,40.14
16/03/2012,30.71,48.25,36.79,40.16
19/03/2012,30.69,48.60,36.80,40.41
20/03/2012,30.74,48.83,36.86,40.68
21/03/2012,30.77,48.86,36.82,40.82
22/03/2012,30.77,48.84,36.94,40.71
23/03/2012,30.78,48.71,37.20,40.63
26/03/2012,30.74,48.77,37.18,40.77
27/03/2012,30.69,49.00,37.05,40.98
28/03/2012,30.75,49.06,37.09,40.99
29/03/2012,30.84,49.05,37.33,41.09
30/03/2012,30.84,49.30,37.55,41.17
02/04/2012,30.80,49.27,37.05,41.08
03/04/2012,30.81,49.43,37.64,41.12
04/04/2012,30.95,49.17,37.40,40.86
05/04/2012,31.01,49.32,37.70,40.77
10/04/2012,30.94,49.24,37.91,40.60
11/04/2012,30.96,49.16,38.35,40.53
12/04/2012,30.82,49.07,38.08,40.43
17/04/2012,30.82,48.96,38.31,40.42
18/04/2012,30.79,49.04,37.90,40.40
19/04/2012,30.90,49.53,37.93,40.54
20/04/2012,30.91,49.61,37.87,40.60
23/04/2012,30.93,49.84,38.04,40.77
24/04/2012,31.01,50.01,38.27,40.80
25/04/2012,30.95,49.96,38.03,40.84
26/04/2012,30.92,50.00,38.05,40.89
27/04/2012,30.85,49.93,38.10,40.71
30/04/2012,30.73,50.03,38.33,40.68
02/05/2012,30.77,49.94,38.37,40.67
03/05/2012,30.88,49.98,38.53,40.58
04/05/2012,30.95,50.10,38.61,40.70
08/05/2012,30.98,50.12,38.75,40.38
09/05/2012,31.03,50.09,38.86,40.28
10/05/2012,31.10,50.19,39.04,40.26
11/05/2012,31.15,50.24,39.01,40.26
14/05/2012,31.23,50.19,39.03,40.25
15/05/2012,31.37,50.49,39.28,40.25
16/05/2012,31.48,50.27,39.17,40.03
17/05/2012,31.38,49.96,39.09,39.97
18/05/2012,31.43,49.56,39.60,39.85
21/05/2012,31.30,49.54,39.54,40.04
22/05/2012,31.30,49.52,39.45,40.04
23/05/2012,31.51,49.64,39.51,39.90
24/05/2012,31.57,49.53,39.74,39.68
25/05/2012,31.66,49.57,39.73,39.69
28/05/2012,31.62,49.64,39.83,39.80
29/05/2012,31.68,49.64,39.85,39.69
30/05/2012,31.81,49.66,40.05,39.65
31/05/2012,31.90,49.38,40.49,39.48
01/06/2012,31.85,48.97,40.57,39.31
05/06/2012,31.58,48.60,40.33,39.52
06/06/2012,31.49,48.51,40.01,39.29
07/06/2012,31.46,48.68,39.67,39.53
08/06/2012,31.78,49.20,40.03,39.78
11/06/2012,31.55,49.07,39.64,39.86
12/06/2012,31.67,49.05,39.91,39.54
13/06/2012,31.60,49.16,39.70,39.48
14/06/2012,31.57,48.96,39.76,39.65
15/06/2012,31.52,48.98,39.79,39.78
18/06/2012,31.46,49.39,39.71,39.93
19/06/2012,31.43,49.30,39.81,39.60
20/06/2012,31.45,49.45,39.89,39.86
21/06/2012,31.63,49.63,39.77,40.07
22/06/2012,31.81,49.66,39.69,39.94
25/06/2012,31.87,49.65,39.69,39.92
26/06/2012,31.82,49.58,39.95,39.82
27/06/2012,31.88,49.82,40.15,39.81
28/06/2012,31.86,49.66,40.11,39.79
29/06/2012,31.83,49.56,40.14,39.83
02/07/2012,31.64,49.54,39.68,39.95
03/07/2012,31.56,49.55,39.64,39.74
04/07/2012,31.44,49.28,39.46,39.58
05/07/2012,31.54,49.20,39.47,39.52
06/07/2012,31.62,49.10,39.57,39.15
09/07/2012,31.75,49.18,39.90,39.01
10/07/2012,31.72,49.22,39.91,39.02
11/07/2012,31.73,49.26,40.02,38.89
12/07/2012,31.76,49.24,39.91,38.85
13/07/2012,31.79,49.06,40.09,38.78
16/07/2012,31.62,49.24,39.99,38.69
17/07/2012,31.56,49.43,40.02,38.80
18/07/2012,31.63,49.51,40.02,38.86
19/07/2012,31.65,49.55,40.25,38.88
20/07/2012,31.69,49.76,40.31,38.85
23/07/2012,31.74,49.48,40.56,38.48
24/07/2012,31.77,49.31,40.62,38.52
25/07/2012,31.78,49.28,40.68,38.37
26/07/2012,31.65,49.01,40.53,38.42
27/07/2012,31.58,49.51,40.37,38.78
30/07/2012,31.56,49.62,40.27,38.79
31/07/2012,31.58,49.64,40.40,38.75
01/08/2012,31.51,49.37,40.39,38.73
03/08/2012,31.60,49.05,40.46,38.48
06/08/2012,31.49,49.19,40.15,39.02
07/08/2012,31.47,49.05,40.24,39.01
08/08/2012,31.52,49.20,40.15,39.05
09/08/2012,31.47,49.33,40.13,38.95
10/08/2012,31.48,49.20,40.09,38.69
14/08/2012,31.44,49.34,40.11,38.82
15/08/2012,31.51,49.38,39.99,38.84
16/08/2012,31.53,49.43,39.86,38.76
17/08/2012,31.51,49.56,39.72,38.93
20/08/2012,31.51,49.45,39.62,38.86
21/08/2012,31.49,49.51,39.69,38.93
22/08/2012,31.42,49.58,39.67,39.17
23/08/2012,31.26,49.70,39.79,39.21
24/08/2012,31.22,49.51,39.75,39.20
27/08/2012,31.22,49.35,39.64,39.04
28/08/2012,31.34,49.41,39.90,39.10
29/08/2012,31.31,49.53,39.86,39.32
30/08/2012,31.39,49.69,39.92,39.35
31/08/2012,31.37,49.55,39.98,39.27
03/09/2012,31.26,49.58,39.95,39.29
04/09/2012,31.18,49.55,39.80,39.30
05/09/2012,31.25,49.58,39.85,39.17
06/09/2012,31.24,49.68,39.85,39.38
07/09/2012,31.22,49.75,39.59,39.45
10/09/2012,31.07,49.73,39.74,39.73
11/09/2012,31.10,49.78,39.78,39.73
12/09/2012,31.01,49.85,39.83,39.88
13/09/2012,31.00,49.96,39.89,40.04
14/09/2012,30.83,49.88,39.75,40.12
17/09/2012,30.79,49.97,39.36,40.41
18/09/2012,30.88,50.16,39.31,40.45
19/09/2012,30.82,50.09,39.09,40.24
20/09/2012,30.85,50.02,39.40,40.16
21/09/2012,30.86,50.08,39.43,40.04
24/09/2012,30.89,50.10,39.57,40.00
25/09/2012,30.93,50.21,39.76,40.01
26/09/2012,30.97,50.17,39.84,39.96
27/09/2012,30.99,50.17,39.91,39.92
28/09/2012,30.83,50.09,39.77,39.85
01/10/2012,30.85,49.77,39.61,39.57
02/10/2012,30.74,49.61,39.39,39.65
03/10/2012,30.72,49.53,39.29,39.64
04/10/2012,30.63,49.32,39.03,39.59
05/10/2012,30.55,49.46,38.94,39.75
08/10/2012,30.65,49.38,38.99,39.84
09/10/2012,30.64,49.14,39.14,39.75
10/10/2012,30.72,49.15,39.28,39.52
11/10/2012,30.74,49.21,39.40,39.50
12/10/2012,30.65,49.19,39.08,39.67
15/10/2012,30.74,49.31,39.20,39.68
16/10/2012,30.69,49.33,38.95,39.79
17/10/2012,30.62,49.38,38.88,40.11
18/10/2012,30.62,49.39,38.71,40.12
19/10/2012,30.69,49.27,38.68,40.10
22/10/2012,30.75,49.26,38.75,40.11
24/10/2012,30.77,49.07,38.55,39.94
25/10/2012,30.69,49.25,38.38,39.84
26/10/2012,30.71,49.50,38.33,39.74
29/10/2012,30.72,49.41,38.57,39.70
30/10/2012,30.74,49.29,38.55,39.70
31/10/2012,30.69,49.35,38.58,39.79
01/11/2012,30.70,49.52,38.42,39.79
02/11/2012,30.73,49.51,38.30,39.72
05/11/2012,30.77,49.29,38.25,39.46
06/11/2012,30.80,49.22,38.44,39.39
07/11/2012,30.73,49.15,38.36,39.39
08/11/2012,30.70,49.06,38.43,39.17
09/11/2012,30.67,49.02,38.58,39.11
12/11/2012,30.63,48.69,38.54,38.96
13/11/2012,30.67,48.66,38.59,38.92
14/11/2012,30.68,48.70,38.59,39.00
15/11/2012,30.70,48.65,38.23,39.09
16/11/2012,30.74,48.75,37.92,39.26
19/11/2012,30.72,48.86,37.79,39.19
20/11/2012,30.68,48.79,37.75,39.23
21/11/2012,30.70,48.87,37.51,39.27
22/11/2012,30.70,49.01,37.24,39.45
23/11/2012,30.72,48.98,37.33,39.57
26/11/2012,30.67,49.15,37.24,39.74
27/11/2012,30.69,49.21,37.43,39.85
28/11/2012,30.70,49.15,37.47,39.69
29/11/2012,30.73,49.20,37.44,39.79
30/11/2012,30.70,49.24,37.31,39.87
03/12/2012,30.68,49.20,37.26,39.95
04/12/2012,30.65,49.31,37.34,40.00
06/12/2012,30.68,49.37,37.23,40.05
07/12/2012,30.66,49.22,37.19,39.75
11/12/2012,30.64,49.24,37.20,39.63
12/12/2012,30.62,49.34,37.10,39.82
13/12/2012,30.64,49.42,36.72,40.03
14/12/2012,30.65,49.38,36.62,40.08
17/12/2012,30.59,49.46,36.43,40.25
18/12/2012,30.58,49.55,36.45,40.26
19/12/2012,30.60,49.74,36.30,40.49
20/12/2012,30.62,49.77,36.38,40.47
21/12/2012,30.64,49.80,36.43,40.46
24/12/2012,30.63,49.49,36.31,40.35
25/12/2012,30.63,49.42,36.15,40.36
26/12/2012,30.64,49.41,35.97,40.39
27/12/2012,30.66,49.46,35.78,40.56
28/12/2012,30.63,49.35,35.45,40.56
02/01/2013,30.49,49.73,35.03,40.42
03/01/2013,30.37,49.30,34.84,39.97
04/01/2013,30.43,48.91,34.71,39.64
07/01/2013,30.45,48.86,34.59,39.73
08/01/2013,30.44,49.02,34.80,39.91
09/01/2013,30.42,48.82,34.84,39.77
10/01/2013,30.39,48.67,34.51,39.66
11/01/2013,30.26,48.88,34.02,40.12
14/01/2013,30.28,48.87,33.85,40.49
15/01/2013,30.10,48.41,33.70,40.25
16/01/2013,29.93,48.07,33.93,39.78
17/01/2013,29.80,47.68,33.66,39.62
18/01/2013,29.78,47.57,33.15,39.82
21/01/2013,29.71,47.14,33.16,39.56
22/01/2013,29.78,47.17,33.27,39.66
23/01/2013,29.77,47.13,33.65,39.64
24/01/2013,29.83,47.21,33.60,39.69
25/01/2013,29.87,47.13,33.04,39.92
28/01/2013,29.95,47.22,32.95,40.29
29/01/2013,29.86,46.88,32.93,40.15
30/01/2013,29.78,46.91,32.78,40.16
31/01/2013,29.77,47.04,32.73,40.38
01/02/2013,29.87,47.38,32.51,40.65
04/02/2013,29.76,46.72,32.13,40.55
05/02/2013,29.75,46.85,32.21,40.13
06/02/2013,29.76,46.59,31.75,40.41
07/02/2013,29.79,46.63,31.89,40.25
08/02/2013,29.80,46.83,31.88,39.91
11/02/2013,29.79,47.07,32.19,39.84
12/02/2013,29.89,46.79,31.73,40.04
13/02/2013,29.80,46.70,31.97,40.08
14/02/2013,29.80,46.26,31.88,40.04
15/02/2013,29.84,46.27,32.20,39.85
18/02/2013,29.89,46.29,31.81,39.87
19/02/2013,29.88,46.22,31.87,39.87
20/02/2013,29.84,46.06,31.90,40.04
21/02/2013,29.87,45.45,31.92,39.65
22/02/2013,29.83,45.54,32.03,39.37
26/02/2013,29.85,45.31,32.37,39.01
27/02/2013,29.82,45.07,32.49,38.92
28/02/2013,29.80,45.20,32.25,39.18
01/03/2013,29.75,45.13,32.15,38.88
04/03/2013,29.81,44.81,31.89,38.79
05/03/2013,29.80,45.07,31.93,38.83
06/03/2013,29.74,45.03,31.93,38.84
07/03/2013,29.77,44.64,31.68,38.66
08/03/2013,29.74,44.64,31.29,38.94
11/03/2013,29.76,44.41,30.98,38.68
12/03/2013,29.62,44.15,30.68,38.59
13/03/2013,29.61,44.17,30.88,38.58
14/03/2013,29.63,44.28,30.91,38.42
15/03/2013,29.58,44.65,30.80,38.50
18/03/2013,29.58,44.63,31.24,38.16
19/03/2013,29.37,44.36,30.75,38.05
20/03/2013,29.21,44.09,30.75,37.59
21/03/2013,29.17,44.10,30.43,37.75
22/03/2013,29.24,44.40,30.82,37.73
25/03/2013,29.24,44.58,30.85,38.09
26/03/2013,29.34,44.53,31.13,37.74
27/03/2013,29.33,44.46,30.98,37.69
28/03/2013,29.24,44.27,31.06,37.37
29/03/2013,29.31,44.56,31.15,37.57
01/04/2013,29.29,44.48,31.17,37.44
02/04/2013,29.33,44.68,31.56,37.72
03/04/2013,29.43,44.39,31.46,37.66
04/04/2013,29.38,44.40,31.33,37.70
05/04/2013,29.28,44.59,30.28,37.85
09/04/2013,29.05,44.36,29.27,37.91
10/04/2013,28.95,44.38,29.24,37.87
11/04/2013,29.03,44.49,29.16,37.89
12/04/2013,29.05,44.72,29.19,38.08
17/04/2013,28.93,44.42,29.48,38.12
18/04/2013,28.82,43.93,29.41,37.57
19/04/2013,28.70,43.88,29.15,37.47
22/04/2013,28.63,43.60,28.69,37.41
23/04/2013,28.78,43.96,29.06,37.54
24/04/2013,28.84,43.95,29.02,37.48
25/04/2013,28.99,44.40,29.21,37.80
26/04/2013,29.29,45.26,29.61,38.15
29/04/2013,29.24,45.34,29.95,38.15
30/04/2013,29.32,45.41,29.95,38.38
02/05/2013,29.40,45.73,30.22,38.72
03/05/2013,29.61,45.98,30.21,38.70
07/05/2013,29.63,46.05,29.93,38.74
08/05/2013,29.57,45.77,29.88,38.70
